date,covid,covid_unsmoothed,lower_ci,upper_ci,level,activity_category
2023-06-30,352.9631845752497,37.0349402708282,23.85726283388783,50.21261770776857,high,not calculated
2023-07-03,364.3397086719501,1296.1156495507125,1052.9107277345265,1539.3205713668985,high,not calculated
2023-07-05,363.58524650364234,915.54325055811,797.6201516444969,1033.4663494717229,high,not calculated
2023-07-07,426.06228870312833,75.77520258025135,49.833133336223256,101.71727182427944,high,not calculated
2023-07-10,151.34411132034273,99.43728637256571,77.01428307465427,121.86028967047714,high,not calculated
2023-07-12,102.09803702602674,263.2063291787095,130.43611565932835,395.97654269809067,medium,not calculated
2023-07-14,150.6312674724379,91.38871840975298,46.77760854631455,135.99982827319138,high,not calculated
2023-07-17,191.04185376583382,115.46810629576157,91.36107290098853,139.5751396905346,high,not calculated
2023-07-19,142.50862331942264,236.98840974898653,198.7347702902091,275.2420492077639,high,not calculated
2023-07-21,171.69353100130454,220.66904525275342,168.37613402272973,272.9619564827771,high,not calculated
2023-07-24,212.20029881904617,85.87480791651014,64.24556387743444,107.50405195558585,high,not calculated
2023-07-26,161.82909820822073,178.94344145539856,143.97486110369616,213.91202180710096,high,not calculated
2023-07-28,174.783948013622,274.73242437740987,199.19396664087841,350.2708821139413,high,not calculated
2023-07-31,237.7364868339219,53.682304979461684,25.74441338382651,81.62019657509687,high,not calculated
2023-08-04,286.01248881543796,259.5335946689572,227.95200908279568,291.11518025511884,high,not calculated
2023-08-07,279.59894820542115,816.3962815732137,613.7163412148989,1019.0762219315287,high,not calculated
2023-08-09,300.5530203855974,323.77144739994685,195.75591223732334,451.7869825625703,high,not calculated
2023-08-11,313.8684368460677,255.4918025473593,205.53353957376098,305.4500655209576,high,not calculated
2023-08-14,301.89392487690435,318.3540190878882,209.3244241125281,427.38361406324833,high,not calculated
2023-08-16,301.89392487690435,299.4798440503682,234.57310346307068,364.3865846376657,high,not calculated
2023-08-18,332.7704680884267,287.8479114924567,244.74342247023696,330.9524005146764,high,not calculated
2023-08-21,792.8467050593466,1698.5827300006476,1575.5985032583387,1821.5669567429568,high,not calculated
2023-08-25,926.3287955371358,380.47754112702376,247.2716065350162,513.6834757190313,high,not calculated
2023-08-28,947.5667522745986,2227.8172291299825,1722.1317100664774,2733.502748193487,high,not calculated
2023-08-30,525.6538884892535,699.9261154837357,616.2764118358753,783.5758191315961,high,not calculated
2023-09-01,618.6425217823428,444.1914113394123,384.99914258865937,503.3836800901652,high,not calculated
2023-09-04,534.5846636594791,432.8441386446123,293.9079388056394,571.7803384835853,high,not calculated
2023-09-05,445.55733804643796,711.8100385238803,630.9827068601046,792.637370187656,high,not calculated
2023-09-06,528.9055072878035,459.6364641552894,399.73992216454735,519.5330061460313,high,not calculated
2023-09-08,608.678114298025,280.4864181062311,193.95283954356725,367.0199966688949,high,not calculated
2023-09-11,608.678114298025,694.2359190635091,624.6953370032173,763.7765011238008,high,not calculated
2023-09-13,548.9614322816723,672.1619596752766,540.8461437136363,803.477775636917,high,not calculated
2023-09-15,725.4045066582055,6149.057503440183,5421.07955686527,6877.035450015095,high,not calculated
2023-09-18,992.3525462439844,250.05120376330945,181.00831961764356,319.0940879089753,high,not calculated
2023-09-20,1141.710209354064,809.8156412358305,720.9321115761372,898.6991708955239,high,not calculated
2023-09-22,834.055115770903,1495.0800378208467,1360.3060503597035,1629.8540252819898,high,not calculated
2023-09-25,892.9055182815143,1120.2349490055144,823.3511317543476,1417.1187662566813,high,not calculated
2023-09-29,813.6718902266921,572.1147570713639,470.1893161116938,674.0401980310339,high,not calculated
2023-10-02,654.1470357061197,748.6659646031982,543.0495981124178,954.2823310939784,high,not calculated
2023-10-04,654.1470357061197,430.8087633591798,350.97698441414013,510.6405423042195,high,not calculated
2023-10-06,651.4044967892455,641.6603854437969,546.6503427157447,736.6704281718492,high,not calculated
2023-10-09,596.4263383412373,854.2023996720234,705.0755849223196,1003.3292144217272,high,not calculated
2023-10-10,596.4263383412373,563.8871403207417,475.1953613733332,652.5789192681502,high,not calculated
2023-10-13,482.32585886185984,583.7314892591729,488.302794363237,679.1601841551087,high,not calculated
2023-10-16,453.2601562990942,299.35894700566496,228.69770145429095,370.02019255703897,high,not calculated
2023-10-18,372.0028817937769,231.48395814342206,151.92514049866043,311.0427757881837,high,not calculated
2023-10-20,283.65274065129233,496.5343815708759,395.278850836113,597.7899123056387,high,not calculated
2023-10-23,281.29844063546744,320.11531680478987,275.7451588299476,364.4854747796321,high,not calculated
2023-10-25,274.8346500077084,162.7530997101774,121.87137583193318,203.6348235884216,high,not calculated
2023-10-27,274.8346500077084,292.2960469581903,214.25810501259747,370.33398890378317,high,not calculated
2023-10-30,298.1989437411154,212.092586260145,172.6389559807469,251.54621653954302,high,not calculated
2023-11-01,309.6422050212588,443.89939988963965,219.81896451942276,667.9798352598566,high,not calculated
2023-11-03,297.5095733836664,390.20819800501084,276.2076986398016,504.2086973702201,high,not calculated
2023-11-06,303.6483908515042,246.42237010057528,192.78479299417262,300.059947206978,high,not calculated
2023-11-08,303.6483908515042,255.89815204541304,217.7681412426882,294.0281628481379,high,not calculated
2023-11-10,255.71978155002571,264.8388225040888,218.34411328502122,311.3335317231564,high,not calculated
2023-11-13,294.61033175948023,462.75310901508163,266.9923263105056,658.5138917196576,high,not calculated
2023-11-15,329.298774047505,112.17479660250886,77.14801854445845,147.2015746605593,high,not calculated
2023-11-17,363.59192665465224,363.09402072893903,235.54763594127542,490.6404055166026,high,not calculated
2023-11-20,363.59192665465224,359.9634789094871,305.2652611344852,414.661696684489,high,not calculated
2023-11-22,461.3866393133661,367.71828032553066,291.5069867369726,443.9295739140887,high,not calculated
2023-11-24,503.6017423630429,653.3476168856284,545.3997841566041,761.2954496146529,high,not calculated
2023-11-27,674.6275427108767,880.7956813690317,761.1095559863517,1000.4818067517118,high,not calculated
2023-11-29,895.9927844042643,489.7393298779698,425.90301898067275,553.5756407752667,high,not calculated
2023-12-01,969.8615039977626,1500.6890566812767,1036.3970326430785,1964.9810807194751,high,not calculated
2023-12-04,921.7328826099811,1153.835054958133,966.8709649834192,1340.799144932847,high,not calculated
2023-12-06,1176.4926291018444,874.9537756661229,782.1908452796087,967.716706052637,high,not calculated
2023-12-08,921.7328826099811,736.4098172056871,621.499901973033,851.3197324383411,high,not calculated
2023-12-11,899.2281929734401,1558.542579353956,1336.5705065759505,1780.5146521319612,high,not calculated
2023-12-13,1053.315542862655,307.6872882102436,253.67931894253132,361.69525747795586,high,not calculated
2023-12-15,1327.3597969120779,1086.3209860485103,752.1957056543882,1420.4462664426326,high,not calculated
2023-12-18,1825.1400471832308,1337.2158253337673,1013.1889010579192,1661.2427496096154,high,not calculated
2023-12-20,2268.779254061121,4586.492566315994,3782.300356401749,5390.68477623024,high,not calculated
2023-12-22,2546.2986320149985,3051.8833301674144,2518.3701495083537,3585.3965108264747,high,not calculated
2023-12-25,2835.381591146955,2417.2386066821805,2265.84590083918,2568.6313125251813,high,not calculated
2023-12-27,2541.3451341562836,2169.7739591953996,1744.7601590307413,2594.787759360058,high,not calculated
2023-12-29,2541.3451341562836,3037.0228365912703,2635.1107836237106,3438.9348895588305,high,not calculated
2024-01-01,2199.0564408120345,355.69157297085064,292.06569771240635,419.317448229295,high,not calculated
2024-01-03,2008.5004907439866,3504.799416935245,3012.439145138094,3997.159688732396,high,not calculated
2024-01-05,1829.4875864055448,1390.3725266494334,1245.9802396142297,1534.7648136846371,high,not calculated
2024-01-08,2145.4657997932486,1598.1061089912564,1059.0731307424035,2137.139087240109,high,not calculated
2024-01-10,2145.4657997932486,2499.984123575945,1975.9158618068802,3024.0523853450095,high,not calculated
2024-01-12,2145.4657997932486,2338.3071668125444,2054.015231372429,2622.5991022526596,high,not calculated
2024-01-15,2963.215717365642,4412.659924771485,3921.7840466688826,4903.535802874087,high,not calculated
2024-01-17,2805.447995327191,1527.7025830322566,1413.2230083325144,1642.1821577319986,high,not calculated
2024-01-19,2535.2464674004286,4051.355861708437,3286.8741455584686,4815.837577858405,high,not calculated
2024-01-22,1921.4781398023624,2026.680957460593,1742.0582502127852,2311.3036647084004,high,not calculated
2024-01-24,2175.588378012096,1277.2558191379335,1153.5901632428654,1400.9214750330016,high,not calculated
2024-01-26,2175.588378012096,2210.0508789142377,1612.1505315940299,2807.9512262344456,high,not calculated
2024-01-29,1925.7799985712097,2290.0332976614573,2016.2987341848875,2563.7678611380275,high,not calculated
2024-01-31,1877.676177743944,2662.0351645685605,1892.8093856026721,3431.26094353445,high,not calculated
2024-02-02,1508.826766717824,1132.9443566561363,926.9057927771045,1338.9829205351684,high,not calculated
2024-02-05,1098.7404302676377,1059.774288310899,945.1276310756218,1174.4209455461764,high,not calculated
2024-02-07,1098.7404302676377,1103.502645835878,999.2920279939814,1207.7132636777744,high,not calculated
2024-02-09,986.8509690013382,489.344950569966,422.56793179177583,556.1219693481561,high,not calculated
2024-02-12,925.8523073425986,1145.2408565058201,915.9094797988828,1374.5722332127573,high,not calculated
2024-02-14,939.7650442325793,797.2759728572374,614.5711477492919,979.9807979651831,high,not calculated
2024-02-16,939.7650442325793,876.7783033346802,561.381415330235,1192.1751913391256,high,not calculated
2024-02-19,883.1209670583899,2035.163630761434,1844.9495817819802,2225.3776797408877,high,not calculated
2024-02-21,1209.7905601645703,683.9920444014986,525.9156900336563,842.0683987693408,high,not calculated
2024-02-23,1145.5284738535097,975.308624983252,757.2634058136407,1193.3538441528633,high,not calculated
2024-02-26,632.4944103010964,1777.2847521757783,1371.5848862203482,2182.984618131208,high,not calculated
2024-02-28,567.4161319107769,238.18256151853873,89.32783785094166,387.03728518613576,high,not calculated
2024-03-01,347.941373502448,209.43580768585917,147.3643320824048,271.50728328931353,high,not calculated
2024-03-04,347.941373502448,488.75720923053996,342.85496136631735,634.6594570947625,high,not calculated
2024-03-06,422.93593218106093,316.8843497582655,223.19843085744213,410.57026865908887,high,not calculated
2024-03-08,530.2141785040687,638.7190887272887,540.4422722427779,736.9959052117997,high,not calculated
2024-03-11,476.081450776736,463.1662375543774,385.0213878932729,541.311087215482,high,not calculated
2024-03-13,476.081450776736,708.4400502880832,521.2282130902206,895.6518874859456,high,not calculated
2024-03-15,339.4620961970217,326.3590260485419,269.7717704651757,382.94628163190816,high,not calculated
2024-03-18,421.2200337749236,228.86102498814583,160.87783601107398,296.84421396521765,high,not calculated
2024-03-20,635.6353060822366,202.50863853163452,130.56505218006012,274.45222488320894,high,not calculated
2024-03-22,668.2980123859836,1438.241057839401,1220.4476692871738,1656.0344463916283,high,not calculated
2024-03-25,659.5138835671465,1351.6858672100223,1164.4406073691796,1538.9311270508651,high,not calculated
2024-03-27,640.6159585941693,424.3471449597828,344.2615951502808,504.4326947692847,high,not calculated
2024-03-29,234.87502660315755,115.53546737278289,78.57060948013678,152.50032526542898,high,not calculated
2024-04-01,168.7344759730496,145.81486361270274,113.26726331602353,178.362463909382,high,not calculated
2024-04-03,168.7344759730496,134.46307123698716,93.22177049150172,175.7043719824726,high,not calculated
2024-04-05,216.9784926523336,225.92549306945887,154.7671113277774,297.08387481114033,high,not calculated
2024-04-08,228.3267383596727,334.0015685728822,273.7127179836513,394.29041916211304,high,not calculated
2024-04-10,228.3267383596727,279.19512127483927,202.64880871789018,355.7414338317884,high,not calculated
2024-04-12,217.75215483969814,179.85960073472003,135.12528660668187,224.5939148627582,high,not calculated
2024-04-15,217.75215483969814,115.4006207876586,92.22434998290461,138.5768915924126,high,not calculated
2024-04-17,244.60541991041396,194.20174250953525,148.79024351959507,239.6132414994754,high,not calculated
2024-04-19,258.50709316390845,359.7549164869867,299.46986429791417,420.0399686760593,high,not calculated
2024-04-22,313.96105987109473,375.9263413842405,324.8181562871321,427.0345264813489,high,not calculated
2024-04-24,313.96105987109473,221.56462049520334,190.15865387410807,252.9705871162986,high,not calculated
2024-04-29,319.35153483684593,360.563642631094,272.4477447071425,448.67954055504555,high,not calculated
2024-05-01,258.65027734447267,193.82256890712074,106.3347411771312,281.3103966371103,high,not calculated
2024-05-03,245.26637720091722,728.7803003187961,632.8644699596834,824.6961306779087,high,not calculated
2024-05-06,368.0052630968178,151.30321500249798,104.33562247366972,198.27080753132623,high,not calculated
2024-05-08,469.51865973869246,181.4129200645368,141.08558049183048,221.74025963724307,high,not calculated
2024-05-10,277.0262979665931,1351.952259483178,817.7633180606489,1886.1412009057071,high,not calculated
2024-05-13,332.5459642985541,498.3627588327446,435.8486659581827,560.8768517073065,high,not calculated
2024-05-15,560.3760467485968,136.86825972864588,112.42784960300997,161.3086698542818,high,not calculated
2024-05-17,368.37045043579764,317.8622139983809,229.5269088153887,406.1975191813732,high,not calculated
2024-05-20,261.0904160668237,864.9031674146647,548.6723634960625,1181.1339713332668,high,not calculated
2024-05-22,454.3245409886275,288.88637847626734,239.6093626097666,338.1633943427681,high,not calculated
