date,copies_per_ml,seven_day_avg,lower_ci,upper_ci,system
2022-12-19,1698,1319,536,784,South
2022-12-20,1241,1331,392,574,South
2022-12-21,1793,1440,567,828,South
2022-12-22,2430,1622,768,1123,South
2022-12-23,1332,1626,421,615,South
2022-12-24,1036,1520,327,479,South
2022-12-25,2124,1601,671,981,South
2022-12-26,1526,1576,482,705,South
2022-12-27,2898,1779,916,1339,South
2022-12-28,1524,1739,482,704,South
2022-12-29,1765,1661,558,815,South
2022-12-30,1537,1695,486,710,South
2022-12-31,1591,1803,503,735,South
2023-01-01,1976,1784,624,913,South
2023-01-02,1817,1829,574,839,South
2023-01-03,1807,1710,571,835,South
2023-01-04,4244,1979,1341,1961,South
2023-01-05,1963,2009,620,907,South
2023-01-06,1260,1953,398,582,South
2023-01-07,1308,1899,413,604,South
2023-01-08,981,1718,310,453,South
2023-01-09,1079,1595,341,498,South
2023-01-10,1180,1501,373,545,South
2023-01-11,1416,1283,447,654,South
2023-01-12,1200,1196,379,554,South
2023-01-13,1273,1197,402,588,South
2023-01-14,589,1068,186,272,South
2023-01-15,498,970,157,230,South
2023-01-16,1302,996,412,602,South
2023-01-17,835,948,264,386,South
2023-01-18,891,887,281,412,South
2023-01-19,1240,892,392,573,South
2023-01-20,867,844,274,400,South
2023-01-21,1045,916,330,483,South
2023-01-22,675,957,213,312,South
2023-01-23,1072,931,339,495,South
2023-01-24,694,906,219,321,South
2023-01-25,846,900,267,391,South
2023-01-26,794,844,251,367,South
2023-01-27,532,787,168,246,South
2023-01-28,690,742,218,319,South
2023-01-29,1181,804,373,546,South
2023-01-30,727,761,230,336,South
2023-01-31,921,792,291,426,South
2023-02-01,834,790,264,386,South
2023-02-02,649,768,205,300,South
2023-02-03,1095,851,346,506,South
2023-02-04,849,877,268,392,South
2023-02-05,1351,894,427,624,South
2023-02-06,1160,955,367,536,South
2023-02-07,798,936,252,369,South
2023-02-08,1201,986,380,555,South
2023-02-09,606,977,191,280,South
2023-02-10,399,845,126,184,South
2023-02-11,886,851,280,409,South
2023-02-12,587,755,185,271,South
2023-02-13,994,738,314,459,South
2023-02-14,685,723,217,317,South
2023-02-15,460,630,145,212,South
2023-02-16,618,632,195,285,South
2023-02-17,508,654,161,235,South
2023-02-18,582,616,184,269,South
2023-02-19,456,594,144,211,South
2023-02-20,474,534,150,219,South
2023-02-21,409,497,129,189,South
2023-02-22,494,502,156,228,South
2023-02-23,992,537,313,458,South
2023-02-24,450,528,142,208,South
2023-02-25,441,507,139,204,South
2023-02-26,561,522,177,259,South
2023-02-27,598,540,189,276,South
2023-02-28,425,543,134,197,South
2023-03-01,511,545,161,236,South
2023-03-02,318,463,100,147,South
2023-03-03,744,498,235,344,South
2023-03-04,653,527,206,302,South
2023-03-05,514,520,162,237,South
2023-03-06,490,506,155,226,South
2023-03-07,241,466,76,111,South
2023-03-08,232,417,73,107,South
2023-03-09,309,415,97,143,South
2023-03-10,284,361,90,131,South
2023-03-11,438,341,138,202,South
2023-03-12,430,333,136,199,South
2023-03-13,346,317,109,160,South
2023-03-14,264,321,84,122,South
2023-03-15,211,316,67,97,South
2023-03-16,185,294,58,85,South
2023-03-17,451,314,142,208,South
2023-03-18,395,310,125,182,South
2023-03-19,666,330,211,308,South
2023-03-20,653,361,207,302,South
2023-03-21,632,409,200,292,South
2023-03-22,222,412,70,102,South
2023-03-23,420,463,133,194,South
2023-03-24,311,439,98,144,South
2023-03-25,331,428,105,153,South
2023-03-26,285,379,90,132,South
2023-03-27,264,333,83,122,South
2023-03-28,182,279,57,84,South
2023-03-29,142,262,45,66,South
2023-03-30,132,222,42,61,South
2023-03-31,338,224,107,156,South
2023-04-01,425,233,134,196,South
2023-04-02,293,234,93,135,South
2023-04-03,292,237,92,135,South
2023-04-04,236,246,74,109,South
2023-04-05,296,273,93,137,South
2023-04-06,120,269,38,56,South
2023-04-07,202,250,64,93,South
2023-04-08,252,232,80,117,South
2023-04-09,298,233,94,138,South
2023-04-10,224,NA,NA,NA,South
2023-04-11,203,219,64,94,South
2023-04-12,206,NA,NA,NA,South
2023-04-13,315,250,100,146,South
2023-04-14,263,NA,NA,NA,South
2023-04-15,126,221,40,58,South
2023-04-16,163,190,52,75,South
2023-04-17,190,NA,NA,NA,South
2023-04-18,106,162,34,49,South
2023-04-19,162,NA,NA,NA,South
2023-04-20,196,144,62,90,South
2023-04-21,144,NA,NA,NA,South
2023-04-22,221,166,70,102,South
2023-04-23,166,NA,NA,NA,South
2023-04-24,166,NA,NA,NA,South
2023-04-25,238,217,75,110,South
2023-04-26,217,NA,NA,NA,South
2023-04-27,195,199,90,NA,South
2023-04-28,183,199,84,NA,South
2023-04-29,176,197,56,82,South
2023-04-30,197,NA,NA,NA,South
2023-05-01,197,NA,NA,NA,South
2023-05-02,122,158,39,57,South
2023-05-03,158,NA,NA,NA,South
2023-05-04,238,175,75,110,South
2023-05-05,173,NA,NA,NA,South
2023-05-06,215,184,68,99,South
2023-05-07,184,NA,NA,NA,South
2023-05-08,184,NA,NA,NA,South
2023-05-09,142,193,45,65,South
2023-05-10,193,NA,NA,NA,South
2023-05-11,234,181,108,NA,South
2023-05-12,118,181,55,NA,South
2023-05-13,128,129,41,59,South
2023-05-14,129,NA,NA,NA,South
2023-05-15,129,NA,NA,NA,South
2023-05-16,202,145,64,94,South
2023-05-17,145,NA,NA,NA,South
2023-05-18,385,185,122,178,South
2023-05-19,215,NA,NA,NA,South
2023-05-20,222,258,70,102,South
2023-05-21,258,NA,NA,NA,South
2023-05-22,258,NA,NA,NA,South
2023-05-23,173,245,55,80,South
2023-05-24,245,NA,NA,NA,South
2023-05-25,232,207,73,107,South
2023-05-26,207,NA,NA,NA,South
2023-05-27,166,188,52,77,South
2023-05-28,188,NA,NA,NA,South
2023-05-29,188,NA,NA,NA,South
2023-05-30,176,189,56,81,South
2023-05-31,189,NA,NA,NA,South
2023-06-01,189,177,60,87,South
2023-06-02,177,NA,NA,NA,South
2023-06-03,176,180,56,81,South
2023-06-04,180,NA,NA,NA,South
2023-06-05,180,NA,NA,NA,South
2023-06-06,223,195,70,103,South
2023-06-07,195,NA,NA,NA,South
2023-06-08,237,210,75,110,South
2023-06-09,210,NA,NA,NA,South
2023-06-10,143,190,66,NA,South
2023-06-11,230,NA,NA,NA,South
2023-06-12,230,NA,NA,NA,South
2023-06-13,148,188,47,69,South
2023-06-14,172,182,54,79,South
2023-06-15,168,162,53,78,South
2023-06-16,162,NA,NA,NA,South
2023-06-17,95,142,30,44,South
2023-06-18,142,NA,NA,NA,South
2023-06-19,142,NA,NA,NA,South
2023-06-20,60,113,19,28,South
2023-06-21,99,NA,NA,NA,South
2023-06-22,131,91,42,61,South
2023-06-23,91,NA,NA,NA,South
2023-06-24,117,98,37,54,South
2023-06-25,98,NA,NA,NA,South
2023-06-26,98,NA,NA,NA,South
2023-06-27,104,117,33,48,South
2023-06-28,117,NA,NA,NA,South
2023-06-29,156,124,49,72,South
2023-06-30,124,NA,NA,NA,South
2023-07-01,339,177,107,157,South
2023-07-02,177,NA,NA,NA,South
2023-07-03,177,NA,NA,NA,South
2023-07-04,250,236,79,115,South
2023-07-05,236,NA,NA,NA,South
2023-07-06,199,256,63,92,South
2023-07-07,256,NA,NA,NA,South
2023-07-08,131,187,41,61,South
2023-07-09,187,NA,NA,NA,South
2023-07-10,187,NA,NA,NA,South
2023-07-11,365,212,115,168,South
2023-07-12,212,NA,NA,NA,South
2023-07-13,470,282,149,217,South
2023-07-14,282,NA,NA,NA,South
2023-07-15,158,300,50,73,South
2023-07-16,300,NA,NA,NA,South
2023-07-17,300,NA,NA,NA,South
2023-07-18,223,255,70,103,South
2023-07-19,255,NA,NA,NA,South
2023-07-20,386,238,122,178,South
2023-07-21,238,NA,NA,NA,South
2023-07-22,304,297,96,141,South
2023-07-23,297,NA,NA,NA,South
2023-07-24,297,NA,NA,NA,South
2023-07-25,326,337,103,151,South
2023-07-26,337,NA,NA,NA,South
2023-07-27,442,353,140,204,South
2023-07-28,353,NA,NA,NA,South
2023-07-29,241,326,76,111,South
2023-07-30,326,NA,NA,NA,South
2023-07-31,326,NA,NA,NA,South
2023-08-01,337,330,107,156,South
2023-08-02,330,NA,NA,NA,South
2023-08-03,633,372,200,292,South
2023-08-04,372,NA,NA,NA,South
2023-08-05,538,486,170,249,South
2023-08-06,486,NA,NA,NA,South
2023-08-07,486,NA,NA,NA,South
2023-08-08,219,421,69,101,South
2023-08-09,421,NA,NA,NA,South
2023-08-10,428,369,135,198,South
2023-08-11,369,NA,NA,NA,South
2023-08-12,408,337,129,189,South
2023-08-13,337,NA,NA,NA,South
2023-08-14,337,NA,NA,NA,South
2023-08-15,428,421,135,198,South
2023-08-16,421,NA,NA,NA,South
2023-08-17,400,412,127,185,South
2023-08-18,412,NA,NA,NA,South
2023-08-19,360,395,114,166,South
2023-08-20,395,NA,NA,NA,South
2023-08-21,395,NA,NA,NA,South
2023-08-22,316,357,100,146,South
2023-08-23,357,NA,NA,NA,South
2023-08-24,312,329,99,144,South
2023-08-25,557,375,176,257,South
2023-08-26,334,368,105,154,South
2023-08-27,527,395,167,244,South
2023-08-28,572,420,181,264,South
2023-08-29,456,447,144,211,South
2023-08-30,460,449,145,212,South
2023-08-31,782,512,247,361,South
2023-09-01,456,497,144,211,South
2023-09-02,448,519,142,207,South
2023-09-03,559,523,177,258,South
2023-09-04,701,538,221,324,South
2023-09-05,924,596,292,427,South
2023-09-06,556,612,176,257,South
2023-09-07,571,585,180,264,South
2023-09-08,766,630,242,354,South
2023-09-09,598,656,189,276,South
2023-09-10,670,674,212,310,South
2023-09-11,933,702,295,431,South
2023-09-12,572,655,181,264,South
2023-09-13,694,677,219,321,South
2023-09-14,723,700,228,334,South
2023-09-15,646,683,204,298,South
2023-09-16,529,671,167,244,South
2023-09-17,794,688,251,367,South
2023-09-18,723,663,229,334,South
2023-09-19,514,653,162,237,South
2023-09-20,455,615,144,210,South
2023-09-21,537,589,170,248,South
2023-09-22,570,579,180,263,South
2023-09-23,449,565,142,207,South
2023-09-24,544,535,172,251,South
2023-09-25,875,550,277,404,South
2023-09-26,611,564,193,282,South
2023-09-27,743,605,235,343,South
2023-09-28,1359,691,429,628,South
2023-09-29,549,687,173,254,South
2023-09-30,661,726,209,305,South
2023-10-01,1039,797,328,480,South
2023-10-02,769,782,243,355,South
2023-10-03,838,818,265,387,South
2023-10-04,953,848,301,440,South
2023-10-05,582,751,184,269,South
2023-10-06,766,788,242,354,South
2023-10-07,806,810,255,373,South
2023-10-08,1399,846,442,646,South
2023-10-09,625,821,198,289,South
2023-10-10,667,795,211,308,South
2023-10-11,987,799,312,456,South
2023-10-12,465,773,147,215,South
2023-10-13,373,698,118,172,South
2023-10-14,420,636,133,194,South
2023-10-15,438,539,138,202,South
2023-10-16,634,540,200,293,South
2023-10-17,425,506,134,196,South
2023-10-18,154,388,49,71,South
2023-10-19,317,367,100,146,South
2023-10-20,316,359,100,146,South
2023-10-21,407,357,129,188,South
2023-10-22,385,351,122,178,South
2023-10-23,420,331,133,194,South
2023-10-24,455,334,144,210,South
2023-10-25,445,388,140,205,South
2023-10-26,541,419,171,250,South
2023-10-27,340,424,107,157,South
2023-10-28,405,423,128,187,South
2023-10-29,718,463,227,332,South
2023-10-30,377,456,119,174,South
2023-10-31,438,453,139,203,South
2023-11-01,309,430,97,143,South
2023-11-02,386,410,122,178,South
2023-11-03,322,407,102,149,South
2023-11-04,275,385,87,127,South
2023-11-05,427,357,135,197,South
2023-11-06,330,351,104,152,South
2023-11-07,212,316,67,98,South
2023-11-08,636,350,201,294,South
2023-11-09,462,360,146,213,South
2023-11-10,860,414,272,398,South
2023-11-11,409,438,129,189,South
2023-11-12,708,471,224,327,South
2023-11-13,493,498,156,228,South
2023-11-14,375,541,118,173,South
2023-11-15,1099,585,347,508,South
2023-11-16,531,596,168,245,South
2023-11-17,569,562,180,263,South
2023-11-18,604,595,191,279,South
2023-11-19,460,559,145,213,South
2023-11-20,371,537,117,172,South
2023-11-21,883,607,279,408,South
2023-11-22,460,536,145,213,South
2023-11-23,668,554,211,308,South
2023-11-24,538,549,170,249,South
2023-11-25,876,579,277,405,South
2023-11-26,1049,651,332,485,South
2023-11-27,851,733,269,393,South
2023-11-28,718,712,227,332,South
2023-11-29,891,783,282,412,South
2023-11-30,1096,840,346,507,South
2023-12-01,675,868,213,312,South
2023-12-02,981,882,310,453,South
2023-12-03,955,870,302,441,South
2023-12-04,1036,895,327,479,South
2023-12-05,824,913,260,381,South
2023-12-06,689,880,218,318,South
2023-12-07,995,868,314,460,South
2023-12-08,961,912,304,444,South
2023-12-09,937,907,296,433,South
2023-12-10,1155,932,365,534,South
2023-12-11,1172,948,370,541,South
2023-12-12,654,917,207,302,South
2023-12-13,1138,985,359,526,South
2023-12-14,1709,1065,540,789,South
2023-12-15,2280,1204,720,1053,South
2023-12-16,1446,1281,457,668,South
2023-12-17,1686,1353,533,779,South
2023-12-18,1772,1435,560,819,South
2023-12-19,1458,1609,461,674,South
2023-12-20,1341,1647,424,619,South
2023-12-21,1463,1611,462,676,South
2023-12-22,2118,1594,669,978,South
2023-12-23,1983,1668,627,916,South
2023-12-24,2173,1729,687,1004,South
2023-12-25,1877,1744,593,867,South
2023-12-26,3094,1942,978,1429,South
2023-12-27,2257,2092,713,1043,South
2023-12-28,3117,2330,985,1440,South
2023-12-29,2021,2315,639,934,South
2023-12-30,2097,2333,663,969,South
2023-12-31,2391,2365,756,1105,South
2024-01-01,3479,2583,1099,1607,South
2024-01-02,1822,2395,576,842,South
2024-01-03,1876,2332,593,867,South
2024-01-04,1710,2141,540,790,South
2024-01-05,1631,2076,516,754,South
2024-01-06,2041,2068,645,943,South
2024-01-07,1387,1913,438,641,South
2024-01-08,1599,1712,505,739,South
2024-01-09,1288,1630,407,595,South
2024-01-10,1428,1567,451,660,South
2024-01-11,1252,1499,396,579,South
2024-01-12,963,1390,304,445,South
2024-01-13,1136,1279,359,525,South
2024-01-14,875,1197,276,404,South
2024-01-15,1230,1153,389,568,South
2024-01-16,1070,1123,338,494,South
2024-01-17,983,1065,311,454,South
2024-01-18,921,1019,291,426,South
2024-01-19,1266,1060,400,585,South
2024-01-20,1284,1078,406,593,South
2024-01-21,1057,1108,334,488,South
2024-01-22,1369,1125,433,632,South
2024-01-23,993,1113,314,459,South
2024-01-24,911,1101,288,421,South
2024-01-25,820,1083,259,379,South
2024-01-26,1009,1048,319,466,South
2024-01-27,1210,1039,382,559,South
2024-01-28,1054,1039,333,487,South
2024-01-29,1016,996,321,469,South
2024-01-30,1060,1005,335,490,South
2024-01-31,1178,1043,372,544,South
2024-02-01,613,1000,194,283,South
2024-02-02,3470,1193,1097,1603,South
2024-02-03,1257,1200,397,581,South
2024-02-04,1404,1250,444,649,South
2024-02-05,1126,1268,356,520,South
2024-02-06,1036,1264,327,479,South
2024-02-07,920,1220,291,425,South
2024-02-08,772,1261,244,357,South
2024-02-09,794,1022,251,367,South
2024-02-10,1423,1040,450,657,South
2024-02-11,1114,1006,352,514,South
2024-02-12,1091,1001,345,504,South
2024-02-13,757,958,239,350,South
2024-02-14,513,881,162,237,South
2024-02-15,789,884,249,365,South
2024-02-16,1211,939,383,559,South
2024-02-17,779,861,246,360,South
2024-02-18,687,804,217,317,South
2024-02-19,585,735,185,270,South
2024-02-20,607,712,192,281,South
2024-02-21,572,724,181,264,South
2024-02-22,612,698,193,283,South
2024-02-23,921,671,291,426,South
2024-02-24,737,666,233,340,South
2024-02-25,630,658,199,291,South
2024-02-26,651,668,206,301,South
2024-02-27,575,663,182,265,South
2024-02-28,491,648,155,227,South
2024-02-29,477,625,151,220,South
2024-03-01,1175,648,371,543,South
2024-03-02,409,595,129,189,South
2024-03-03,397,557,126,184,South
2024-03-04,575,548,182,265,South
2024-03-05,530,541,167,245,South
2024-03-06,391,524,124,181,South
2024-03-07,438,518,139,203,South
2024-03-08,424,448,134,196,South
2024-03-09,404,447,128,187,South
2024-03-10,564,470,178,261,South
2024-03-11,447,453,141,206,South
2024-03-12,468,445,148,216,South
2024-03-13,356,439,112,164,South
2024-03-14,395,433,125,182,South
2024-03-15,444,435,140,205,South
2024-03-16,535,453,169,247,South
2024-03-17,576,455,182,266,South
2024-03-18,612,475,193,283,South
2024-03-19,492,479,156,227,South
2024-03-20,503,503,159,233,South
2024-03-21,406,505,128,188,South
2024-03-22,473,510,150,219,South
2024-03-23,590,517,186,273,South
2024-03-24,655,527,207,303,South
2024-03-25,655,532,207,303,South
2024-03-26,494,532,156,228,South
2024-03-27,418,518,132,193,South
2024-03-28,297,496,94,137,South
2024-03-29,285,461,90,132,South
2024-03-30,513,452,162,237,South
2024-03-31,465,430,147,215,South
2024-04-01,247,374,78,114,South
2024-04-02,753,397,238,348,South
2024-04-03,382,392,121,176,South
2024-04-04,432,414,137,200,South
2024-04-05,365,429,115,169,South
2024-04-06,215,379,68,99,South
2024-04-07,253,347,80,117,South
2024-04-08,294,356,93,136,South
2024-04-09,259,306,82,120,South
2024-04-10,256,289,81,118,South
2024-04-11,322,277,102,149,South
2024-04-12,381,278,120,176,South
2024-04-13,433,308,137,200,South
2024-04-14,318,318,101,147,South
2024-04-15,369,329,117,171,South
2024-04-16,292,334,92,135,South
2024-04-17,380,354,120,176,South
2024-04-18,319,353,101,147,South
2024-04-19,210,325,66,97,South
2024-04-20,147,278,47,68,South
2024-04-21,257,270,81,119,South
2024-04-22,344,267,109,159,South
2024-04-23,194,252,61,90,South
2024-04-24,440,257,139,203,South
2024-04-25,247,248,78,114,South
2024-04-26,314,263,99,145,South
2024-04-27,347,297,110,160,South
2024-04-28,417,318,132,193,South
2024-04-29,367,321,116,170,South
2024-04-30,231,329,73,107,South
2024-05-01,284,309,90,131,South
2024-05-02,525,344,166,243,South
2024-05-03,235,330,74,109,South
2024-05-04,380,335,120,176,South
2024-05-05,276,316,87,128,South
2024-05-06,326,310,103,151,South
2024-05-07,412,337,130,190,South
2024-05-08,359,349,113,166,South
2024-05-09,286,319,90,132,South
2024-05-10,242,321,76,112,South
2024-05-11,156,282,49,72,South
2024-05-12,355,293,112,164,South
2024-05-13,279,286,88,129,South
2024-05-14,366,281,116,169,South
2024-05-15,239,265,75,110,South
2024-05-16,366,275,116,169,South
2024-05-17,397,295,126,184,South
2024-05-18,407,339,129,188,South
2024-05-19,345,337,109,159,South
2024-05-20,428,358,135,198,South
2024-05-21,419,366,132,193,South
2024-05-22,299,377,95,138,South
2024-05-23,477,392,151,220,South
2024-05-24,408,394,129,189,South
2024-05-25,415,395,131,192,South
2024-05-26,477,414,151,221,South
2024-05-27,684,442,216,316,South
2024-05-28,472,450,149,218,South
2024-05-29,402,469,127,186,South
2024-05-30,369,452,117,170,South
2024-05-31,519,468,164,240,South
2024-06-01,563,489,178,260,South
2024-06-02,473,488,150,219,South
2024-06-03,677,488,214,313,South
2024-06-04,404,477,128,187,South
2024-06-05,308,459,97,142,South
2024-06-06,867,519,274,401,South
2024-06-07,384,497,121,178,South
2024-06-08,534,493,169,247,South
2024-06-09,610,512,193,282,South
2024-06-10,586,501,185,271,South
2024-06-11,399,500,126,185,South
2024-06-12,394,518,125,182,South
2024-06-13,459,473,145,212,South
2024-06-14,682,513,215,315,South
2024-06-15,390,491,123,180,South
2024-06-16,585,488,185,270,South
2024-06-17,480,474,152,222,South
2024-06-18,203,431,64,94,South
2024-06-19,601,457,190,278,South
2024-06-20,458,457,145,212,South
2024-06-21,578,447,183,267,South
2024-06-22,349,440,110,161,South
2024-06-23,332,405,105,154,South
2024-06-24,303,380,96,140,South
2024-06-25,1559,508,493,720,South
2024-06-26,383,476,121,177,South
2024-06-27,294,447,93,136,South
2024-06-28,1041,486,329,481,South
2024-06-29,653,532,206,302,South
2024-06-30,522,567,165,241,South
2024-07-01,616,628,195,284,South
2024-07-02,381,513,120,176,South
2024-07-03,479,530,151,221,South
2024-07-04,642,592,203,297,South
2024-07-05,599,547,189,277,South
2024-07-06,633,545,200,293,South
2024-07-07,611,557,193,282,South
2024-07-08,1234,616,390,570,South
2024-07-09,564,651,178,260,South
2024-07-10,818,703,259,378,South
2024-07-11,549,687,174,254,South
2024-07-12,581,684,184,268,South
2024-07-13,535,668,169,247,South
2024-07-14,754,689,238,348,South
2024-07-15,7054,883,2229,3259,South
2024-07-16,631,898,199,292,South
2024-07-17,939,915,297,434,South
2024-07-18,761,959,241,352,South
2024-07-19,1544,1103,488,713,South
2024-07-20,611,1124,193,282,South
2024-07-21,987,1168,312,456,South
2024-07-22,774,852,245,358,South
2024-07-23,698,864,221,323,South
2024-07-24,924,862,292,427,South
2024-07-25,733,857,232,339,South
2024-07-26,687,764,217,317,South
2024-07-27,743,785,235,343,South
2024-07-28,703,748,222,325,South
2024-07-29,823,755,260,380,South
2024-07-30,606,740,192,280,South
2024-07-31,863,733,273,399,South
2024-08-01,675,724,213,312,South
2024-08-02,551,701,174,254,South
2024-08-03,782,707,247,362,South
2024-08-04,487,671,154,225,South
2024-08-05,807,669,255,373,South
2024-08-06,630,672,199,291,South
2024-08-07,820,668,259,379,South
2024-08-08,490,638,155,226,South
2024-08-09,699,660,221,323,South
2024-08-10,685,647,217,317,South
2024-08-11,767,691,242,354,South
2024-08-12,851,696,269,393,South
2024-08-13,558,684,176,258,South
2024-08-14,609,656,193,282,South
2024-08-15,1075,734,340,497,South
2024-08-16,698,733,221,322,South
2024-08-17,629,724,199,290,South
2024-08-18,593,698,187,274,South
2024-08-19,666,674,210,307,South
2024-08-20,535,670,169,247,South
2024-08-21,653,677,206,302,South
2024-08-22,669,632,211,309,South
2024-08-23,562,613,178,260,South
2024-08-24,541,600,171,250,South
2024-08-25,802,627,253,371,South
2024-08-26,729,635,230,337,South
2024-08-27,794,672,251,367,South
2024-08-28,453,638,143,209,South
2024-08-29,338,578,107,156,South
2024-08-30,699,597,221,323,South
2024-08-31,749,625,237,346,South
2024-09-01,274,536,87,127,South
2024-09-02,419,495,132,193,South
2024-09-03,618,478,195,286,South
2024-09-04,397,469,125,183,South
2024-09-05,433,486,137,200,South
2024-09-06,1367,535,432,632,South
2024-09-07,507,506,160,234,South
2024-09-08,615,568,194,284,South
2024-09-09,682,608,216,315,South
2024-09-10,377,567,119,174,South
2024-09-11,585,599,185,270,South
2024-09-12,475,607,150,220,South
2024-09-13,397,509,125,183,South
2024-09-14,755,539,239,349,South
2024-09-15,1310,600,414,605,South
2024-09-16,183,497,58,85,South
2024-09-17,422,505,133,195,South
2024-09-18,192,431,61,89,South
2024-09-19,182,376,58,84,South
2024-09-20,227,347,72,105,South
2024-09-21,290,303,92,134,South
2024-09-22,403,256,127,186,South
2024-09-23,257,269,81,119,South
2024-09-24,346,261,109,160,South
2024-09-25,288,277,91,133,South
2024-09-26,611,329,193,282,South
2024-09-27,313,344,99,145,South
2024-09-28,195,325,62,90,South
2024-09-29,222,299,70,102,South
2024-09-30,281,302,89,130,South
2024-10-01,355,304,112,164,South
2024-10-02,366,314,116,169,South
2024-10-03,374,293,118,173,South
2024-10-04,252,284,80,116,South
2024-10-05,53,236,17,25,South
2024-10-06,132,219,42,61,South
2024-10-07,278,219,88,129,South
2024-10-08,146,193,46,68,South
2024-10-09,102,161,32,47,South
2024-10-10,173,144,55,80,South
2024-10-11,228,142,72,105,South
2024-10-12,151,165,48,70,South
2024-10-13,163,170,51,75,South
2024-10-14,274,169,86,126,South
2024-10-15,303,188,96,140,South
2024-10-16,134,195,42,62,South
2024-10-17,221,202,70,102,South
2024-10-18,125,186,40,58,South
2024-10-19,166,188,52,76,South
2024-10-20,133,183,42,61,South
2024-10-21,205,175,65,95,South
2024-10-22,189,164,60,87,South
2024-10-23,165,169,52,76,South
2024-10-24,197,166,62,91,South
2024-10-25,252,183,80,116,South
2024-10-26,98,170,31,45,South
2024-10-27,152,173,48,70,South
2024-10-28,164,168,52,76,South
2024-10-29,155,163,49,71,South
2024-10-30,165,163,52,76,South
2024-10-31,182,161,58,84,South
2024-11-01,126,146,40,58,South
2024-11-02,243,167,77,112,South
2024-11-03,322,185,102,149,South
2024-11-04,163,185,51,75,South
2024-11-05,75,167,24,35,South
2024-11-06,100,156,32,46,South
2024-11-07,82,139,26,38,South
2024-11-08,410,164,129,189,South
2024-11-09,267,166,84,123,South
2024-11-10,196,155,62,91,South
2024-11-11,252,165,80,116,South
2024-11-12,225,193,71,104,South
2024-11-13,165,207,52,76,South
2024-11-14,77,205,24,36,South
2024-11-15,95,167,30,44,South
2024-11-16,95,144,30,44,South
2024-11-17,170,141,54,79,South
2024-11-18,183,135,58,84,South
2024-11-19,206,133,65,95,South
2024-11-20,99,124,31,46,South
2024-11-21,194,141,61,90,South
2024-11-22,266,163,84,123,South
2024-11-23,307,193,97,142,South
2024-11-24,142,139,66,NA,South
2024-11-25,313,203,99,145,South
2024-11-26,1213,262,383,560,South
2024-11-27,293,306,93,135,South
2024-11-28,289,324,91,133,South
2024-11-29,363,339,115,168,South
2024-11-30,242,327,77,112,South
2024-12-01,390,378,123,180,South
2024-12-02,393,390,124,182,South
2024-12-03,166,294,52,77,South
2024-12-04,307,296,97,142,South
2024-12-05,632,331,200,292,South
2024-12-06,507,347,160,234,South
2024-12-07,380,370,120,176,South
2024-12-08,768,408,243,355,South
2024-12-09,438,414,138,202,South
2024-12-10,963,532,304,445,South
2024-12-11,485,568,153,224,South
2024-12-12,687,575,217,317,South
2024-12-13,419,560,133,194,South
2024-12-14,610,599,193,282,South
2024-12-15,967,619,306,447,South
2024-12-16,391,609,124,181,South
2024-12-17,624,572,197,288,South
2024-12-18,988,634,312,456,South
2024-12-19,656,630,207,303,South
2024-12-20,5955,920,1882,2751,South
2024-12-21,928,976,293,429,South
2024-12-22,1179,1004,373,545,South
2024-12-23,1169,1174,369,540,South
2024-12-24,896,1237,283,414,South
2024-12-25,987,1236,312,456,South
2024-12-26,1381,1375,436,638,South
2024-12-27,1329,1110,420,614,South
2024-12-28,1098,1137,347,507,South
2024-12-29,964,1105,305,445,South
2024-12-30,1148,1102,363,531,South
2024-12-31,885,1100,280,409,South
2025-01-01,1154,1125,365,533,South
2025-01-02,669,1014,211,309,South
2025-01-03,2198,1090,695,1016,South
2025-01-04,999,1075,316,462,South
2025-01-05,1097,1095,347,507,South
2025-01-06,1548,1143,489,715,South
2025-01-07,887,1143,280,410,South
2025-01-08,1375,1172,435,635,South
2025-01-09,803,1203,254,371,South
2025-01-10,883,1056,279,408,South
2025-01-11,1088,1069,344,503,South
2025-01-12,628,987,198,290,South
2025-01-13,796,898,252,368,South
2025-01-14,498,827,157,230,South
2025-01-15,1025,793,324,474,South
2025-01-16,672,773,212,311,South
2025-01-17,576,727,182,266,South
2025-01-18,469,645,148,216,South
2025-01-19,561,634,177,259,South
2025-01-20,868,642,274,401,South
2025-01-21,636,665,201,294,South
2025-01-22,510,602,161,236,South
2025-01-23,507,578,160,234,South
2025-01-24,772,603,244,357,South
2025-01-25,744,644,235,344,South
2025-01-26,1087,708,343,502,South
2025-01-27,622,675,196,287,South
2025-01-28,593,668,187,274,South
2025-01-29,1135,749,359,524,South
2025-01-30,887,811,280,410,South
2025-01-31,537,770,170,248,South
2025-02-01,686,762,217,317,South
2025-02-02,634,705,200,293,South
2025-02-03,235,614,74,109,South
2025-02-04,495,598,157,229,South
2025-02-05,709,559,224,328,South
2025-02-06,788,550,249,364,South
2025-02-07,895,592,283,413,South
2025-02-08,619,583,196,286,South
2025-02-09,483,561,153,223,South
2025-02-10,339,591,107,156,South
2025-02-11,608,608,192,281,South
2025-02-12,272,531,86,126,South
2025-02-13,389,480,123,180,South
2025-02-14,340,418,107,157,South
2025-02-15,734,428,232,339,South
2025-02-16,804,460,254,372,South
2025-02-17,440,478,139,203,South
2025-02-18,447,457,141,207,South
